coder,unique_id,long_cite,link,grammatical_class,paper_eligibility,exclusion_reason,short_cite, data_source,expt_num,plot_label,expt_condition,dependent_measure,response_mode,test_type,n_1,x_1,x_2_raw,x_2,SD_1,SD_2_raw,SE,SD_2,t,d,same_infant,language,mean_age,productive_vocab_mean,productive_vocab_median,population_type,sentence_structure,agent_argument_type,patient_argument_type,verb_type,stimuli_type,stimuli_modality,stimuli_actor,transitive_event_type,intransitive_event_type,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,N_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,example_target_sentence,test_question,inclusion_certainty,note
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_3_present_motion,pointing_agent,,agent,20,0.63,,0.5,0.21,,,0.21,,,fisher2006b,English ,1187.16,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,16.00,1.00,4.00,2.00,it crasts it ,which one crasts the other one? ,1.00,animacy vs motion
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_adult_progressive_motion,pointing_agent,,agent,20,0.81,,0.5,0.17,,,0.17,,,fisher2006b,English ,Adult,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,16.00,1.00,4.00,2.00,it's crasting it ,which one is crasting the other one? ,1.00,animacy vs motion
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_adut_present_motion,pointing_agent,,agent,20,0.76,,0.5,0.22,,,0.22,,,fisher2006b,English ,Adult,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,16.00,1.00,4.00,2.00,it crasts it ,which one crasts the other one? ,1.00,animacy vs motion
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_3_progressive_animacy,pointing_agent,,agent,20,0.58,,0.5,0.15,,,0.15,,,fisher2006b,English ,1187.16,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,12.00,1.00,4.00,2.00,it's crasting it ,which one is crasting the other one? ,1.00,animacy vs motion
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_3_present_animacy,pointing_agent,,agent,20,0.57,,0.5,0.15,,,0.15,,,fisher2006b,English ,1187.16,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,12.00,1.00,4.00,2.00,it crasts it ,which one crasts the other one? ,1.00,animacy vs motion
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_adult_progressive_animacy,pointing_agent,,agent,20,0.76,,0.5,0.14,,,0.14,,,fisher2006b,English ,Adult,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,12.00,1.00,4.00,2.00,it's crasting it ,which one is crasting the other one? ,1.00,animacy vs motion
anjie,fisher2006b,"Fisher, C., & Song, H. J. (2006). 15 Who’s the Subject? Sentence Structure and Verb Meaning. Action meets word: How children learn verbs, 392.","https://books.google.com/books?hl=en&lr=&id=McEVDAAAQBAJ&oi=fnd&pg=PA392&dq=Who%E2%80%99s+the+subject%3F+Sentence+structure+and+verb+meaning.+In+K.+Hirsh-Pasek+%26+R.+M.+Golinkoff+(Eds.),+Action+meets+word:+How+children+learn+verbs+(pp.+392%E2%80%93425).+New+York:+Oxford+University+Press.&ots=KJ14-3u_E_&sig=c7yTAKBPZ8iFYHD0tkcLIQeRMAE#v=onepage&q&f=false",,exclude,,"Fisher, C., & Song, H. J. (2006).",table_15_2,1,N/A,transitive_adut_present_animacy,pointing_agent,,agent,20,0.69,,0.5,0.08,,,0.08,,,fisher2006b,English ,Adult,NA,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,animation_non_person,animation,non_person,,,immediate_after,no,no,distributed,12.00,1.00,4.00,2.00,it crasts it ,which one crasts the other one? ,1.00,animacy vs motion
anjie,gabriele2008,"Gabriele, A. (2008). Calculating telicity in native and non-native English. In Proceedings of the 9th Generative Approaches to Second Language Acquisition Conference. Somerville, MA: Cascadilla Proceedings Project (Vol. 3746).",http://www.lingref.com/cpp/gasla/9/paper1624.pdf,,exclude,grammatical_class_no_ novel_verb,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie/molly,gertner2006b,"Gertner, Y., Fisher, C., & Eisengart, J. (2006). Learning words and rules: Abstract knowledge of word order in early sentence comprehension. Psychological science, 17(8), 684-691.",https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2006.01767.x,verb,exclude,AGENT,"Gertner, Y., Fisher, C., & Eisengart, J. (2006).",results_text,1,"Gertner, Fisher, & Eisengart, (2006) - 1a",transitive_sentence,looking_duration,,action,24,0.56,,0.50,0.03,,,0.03,2.37,0.48,no,English ,774.70,NA,55.00,typically_developing,transitive,noun,noun,fake_verb,video_animal,video,non-person,AGENT,AGENT,immediate-after,yes,yes,mass,1.00,2.00,5.00,2.00,The duck is gorping the bunny/the bunny is gorping the duck,Find gorping!,2.00,
anjie/molly,gertner2006b,"Gertner, Y., Fisher, C., & Eisengart, J. (2006). Learning words and rules: Abstract knowledge of word order in early sentence comprehension. Psychological science, 17(8), 684-691.",https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2006.01767.x,verb,exclude,AGENT,"Gertner, Y., Fisher, C., & Eisengart, J. (2006).",results_text,2,"Gertner, Fisher, & Eisengart, (2006) - 2a",transitive_sentence,looking_duration,,action,24,0.56,,0.50,0.02,,,0.02,2.61,0.53,no,English ,769.83,NA,62.00,typically_developing,transitive,pronoun,pronoun,fake_verb,video_animal,video,non-person,AGENT,AGENT,immediate-after,yes,yes,mass,1.00,2.00,5.00,2.00,He is gorping the bunny,Find gorping!,2.00,
anjie/molly,gertner2006b,"Gertner, Y., Fisher, C., & Eisengart, J. (2006). Learning words and rules: Abstract knowledge of word order in early sentence comprehension. Psychological science, 17(8), 684-691.",https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2006.01767.x,verb,exclude,AGENT,"Gertner, Y., Fisher, C., & Eisengart, J. (2006).",results_text,3,"Gertner, Fisher, & Eisengart, (2006) - 3a",transitive_sentence,looking_duration,,action,16,0.70,,0.50,0.05,,,0.05,3.99,1.00,no,English ,648.07,NA,34.00,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,AGENT,AGENT,immediate-after,yes,yes,mass,1.00,2.00,5.00,3.00,The girl is gorping the boy!,Find gorping!,2.00,
anjie/molly,gertner2006b,"Gertner, Y., Fisher, C., & Eisengart, J. (2006). Learning words and rules: Abstract knowledge of word order in early sentence comprehension. Psychological science, 17(8), 684-691.",https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2006.01767.x,verb,exclude,AGENT,"Gertner, Y., Fisher, C., & Eisengart, J. (2006).",results_text,4,"Gertner, Fisher, & Eisengart, (2006) - 4a",transitive_sentence,looking_duration,,action,16,0.64,,0.50,0.06,,,0.06,2.18,0.54,no,English ,629.50,NA,29.00,typically_developing,transitive,pronoun,noun,fake_verb,video_person,video,person,AGENT,AGENT,immediate-after,yes,yes,mass,1.00,2.00,5.00,3.00,Who's gorping the duck?,Find gorping!,2.00,
anjie,gillette1999,"Gillette, J., Gleitman, H., Gleitman, L., & Lederer, A. (1999). Human simulations of vocabulary learning. Cognition, 73(2), 135-176.",https://www.sciencedirect.com/science/article/pii/S0010027799000360,both,exclude,measurement_hsp,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,harrigan2019,"Harrigan, K., Hacquard, V., & Lidz, J. (2019). Hope for syntactic bootstrapping. Language, 95(4), 642-682.",https://muse.jhu.edu/article/743102,verb,exclude,measurement_response_no_novel_verb,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie ,he2017,"He, A.X. & J. Lidz (2017). “Verb learning in 14- and 18-month-old English-learning infants.” Language Learning and Development, 13:335-356",https://www.tandfonline.com/doi/pdf/10.1080/15475441.2017.1285238?casa_token=YVRdcL60JGQAAAAA:Ygr0xOicwYq_dEHFMwQ6bfkQeuo2xjHMbCv26hhOtCbLzffMLPcjgCEgPNqaHyu-yvQ0sMPcDBe-,verb,exclude,habituaiton paradigm?,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,healey2019,"Healey, E. T. (2019). Reference problem and how children use gesture and grammatical number to solve it.",https://era.ed.ac.uk/bitstream/handle/1842/36607/Healey2019.pdf?sequence=1,noun ,exclude,grammatical_class_novel_noun,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,horvath2018,"Horvath, S., McDermott, E., Reilly, K., & Arunachalam, S. (2018). Acquisition of verb meaning from syntactic distribution in preschoolers with autism spectrum disorder. Language, Speech, and Hearing Services in Schools, 49(3S), 668-680.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6198912/,verb,exclude,only has ASD children data ,,,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,huang2016,"Huang, Y. T., & Arnold, A. R. (2016). Word learning in linguistic context: Processing and memory effects. Cognition, 156, 71-87.",http://www.languageandcognition.umd.edu/HuangArnold2016Cognition.pdf,noun,exclude,grammatical_class_noun ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,1,N/A,verb_with_argument_3YO_JP,point_scene,,action,14,0.39,,0.50,0.44,,,0.44,-0.90,,no,Japanese,"1,315.01",NA,NA,typically_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"‘Mite (look)! Oneesan (girl) ga (Nominal particle) nanika (something)- wo (Accusative particle) X-teiru (X-progressive)’’ ‘‘Look, she is X-ing something’’",‘‘Oneesan (girl) ga (Nominal particle) nanika (something)- wo (Accusative particle) X-teiru (X- progressive) no (Genetive)-wa (Topic) docchi (which movie)?’’ ‘‘In which (movie) is she X-ing something?’’,2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,1,N/A,verb_with_argument_5YO_JP,point_scene,,action,14,0.69,,0.50,0.45,,,0.45,1.56,,no,Japanese,"2,009.04",NA,NA,typically_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"‘Mite (look)! Oneesan (girl) ga (Nominal particle) nanika (something)- wo (Accusative particle) X-teiru (X-progressive)’’ ‘‘Look, she is X-ing something’’",‘‘Oneesan (girl) ga (Nominal particle) nanika (something)- wo (Accusative particle) X-teiru (X- progressive) no (Genetive)-wa (Topic) docchi (which movie)?’’ ‘‘In which (movie) is she X-ing something?’’,2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,1,N/A,verb_bare_3YO_JP,point_scene,,action,13,0.38,,0.50,0.41,,,0.41,-1.07,,no,Japanese,"1,315.01",NA,NA,typically_developing,bare_verb,NA,NA,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"‘‘Mite (look)! X-teiru (X-progressive)’’ ‘‘Look, X-ing’’",X-teiru-no(Genetive particle)-wa (Topic particle) docchi (which movie)?’’ ‘‘In which (movie) is (she) X-ing?’’,1.00,"bare verb,also has noun"
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,1,N/A,verb_bare_5YO_JP,point_scene,,action,14,0.77,,0.50,0.42,,,0.42,2.43,,no,Japanese,"2,009.04",NA,NA,typically_developing,bare_verb,NA,NA,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,"‘‘Mite (look)! X-teiru (X-progressive)’’ ‘‘Look, X-ing’’",X-teiru-no(Genetive particle)-wa (Topic particle) docchi (which movie)?’’ ‘‘In which (movie) is (she) X-ing?’’,1.00,"bare verb,also has noun"
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,compare action-same vs object-same,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,2,N/A,verb_with_argument_3YO_En,point_scene,,action,18,0.42,,0.50,0.35,,,0.35,1.18,,no,English,"1,278.48",NA,NA,typically_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Look! She is X-ing it!,Where is she X-ing it?,2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,compare action-same vs object-same,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,2,N/A,verb_with_argument_5YO_En,point_scene,,action,21,0.70,,0.50,0.33,,,0.33,2.80,,no,English,"1,899.46",NA,NA,typically_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Look! She is X-ing it!,Where is she X-ing it?,2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,3,N/A,verb_with_argument_3YO_CN_bisl,point_scene,,action,12,0.08,,0.50,0.15,,,0.15,,,no,Chinese,"1,278.48",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,3,N/A,verb_with_argument_5YO_CN_bisl,point_scene,,action,12,0.20,,0.50,0.38,,,0.38,,,no,Chinese,"2,045.57",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_3,3A,N/A,verb_with_argument_ADULT_CN_bisl,point_scene,,action,12,1.00,,0.50,0.00,,,0.00,,,no,Chinese,Adult,NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,4,N/A,verb_with_argument_3YO_CN_mosl,point_scene,,action,12,0.25,,0.50,0.33,,,0.33,2.63,,no,Chinese,"1,315.01",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
anjie,imai2008,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). Novel noun and verb learning in Chinese‐, English‐, and Japanese‐speaking children. Child development, 79(4), 979-1000.",https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/j.1467-8624.2008.01171.x?casa_token=o2E4FFLF4HIAAAAA%3A5H3uyVEjiO8tV6v1LqpJB3hup4UkBlZWhYo5qXQRTRHP0OpD6_MnyBN8vxb790WS9prLRcm9gv1PgQ,verb and noun,exclude,Chinese,"Imai, M., Li, L., Haryu, E., Okada, H., Hirsh‐Pasek, K., Golinkoff, R. M., & Shigematsu, J. (2008). ",table_5,4,N/A,verb_with_argument_5YO_CN_mosl,point_scene,,action,12,0.33,,0.50,0.49,,,0.49,1.17,,no,Chinese,"2,082.10",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,no,yes,distributed,6.00,1.00,3.00,2.00,Ni (you) kan (look)! Ayi (girl) zai (progressive) X yi (one) ge (classifier) dongxi (thing) ne (mode marking particle)’’ ‘‘Look (a) girl is X-ing one thing’’,"Na (which) zhang (classifier) tu (picture) li (within) ayi (aunt) zai (progressive) X yi-(one) ge (classifier) dongxi (thing)?’’
‘‘In which picture is she X-ing
something?’’",2.00,
