"","unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"156","10","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",1,"round","6","eye-tracking","test_only","looking while listening","looking_ratio","within_one","Parisian French","typical",NA,NA,24,NA,164,NA,0.53,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"homogenous","/lumu/, /mulu/, /lomo/, /molo/,/lumo/, /mulo/, /lomu/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,"Sound symbolism","symbolism","early_language",0.2,0.0425,0.193181818181818,0.0396516658057851,0.099503719020999,0.0103125203217312,0.0998340788992077,0.0476190476190476,0.362759872846844,0.139819395682099,"group_means_one",164,24,"fort2013 6","",5.38764783180026,"2013"
"157","11","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",1,"spiky","6","eye-tracking","test_only","looking while listening","looking_ratio","within_one","Parisian French","typical",NA,NA,24,NA,164,NA,0.47,0.5,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"homogenous",NA,"/kiti/, /tiki/, kete/, /teke/, kite/,/keti/, /teki/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,"Sound symbolism","symbolism","early_language",-0.176470588235294,0.0423154555940023,-0.170454545454546,0.0394794894972452,-0.0878938102963572,0.0103355776933869,-0.0881212012236649,0.0476190476190476,-0.320082240747215,0.139212268921555,"group_means_one",164,24,"fort2013 6","",5.38764783180026,"2013"
"158","12","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",1,"round","6","eye-tracking","test_only","looking while listening","looking_ratio","within_one","Parisian French","typical",NA,NA,24,NA,164,NA,0.55,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"heterogenous","/limi/, /mili/, /leme/, /mele/,/lime/, /mile/, /meli/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Sound symbolism","symbolism","early_language",0.454545454545455,0.0459710743801653,0.43904958677686,0.0428901100718872,0.221621103588968,0.00988114791022453,0.225360305057539,0.0476190476190476,0.8244542564701,0.151238772675095,"group_means_one",164,24,"fort2013 6","",5.38764783180026,"2013"
"159","13","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",1,"spiky","6","eye-tracking","test_only","looking while listening","looking_ratio","within_one","Parisian French","typical",NA,NA,24,NA,164,NA,0.47,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"heterogenous",NA,"/kutu/, /tuku/, /koto/, /toko/, /tuko/, /kotu/, /toku/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Sound symbolism","symbolism","early_language",-0.3,0.0435416666666667,-0.289772727272728,0.0406235203598485,-0.148340452930245,0.0101825161452441,-0.149443120184958,0.0476190476190476,-0.544139809270266,0.1432463416547,"group_means_one",164,24,"fort2013 6","",5.38764783180026,"2013"
"160","14","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",2,"round","7","eye-tracking","test_only","looking while listening","looking_time","within_two","Parisian French","typical",NA,NA,24,NA,206,NA,15.2,11.9,7.7,7.1,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/buba/, /voɡa/, /ʒuvo/, /ɡudu/, /bodu/, /daʒo/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,"Sound symbolism","symbolism","early_language",0.445579933070135,0.0483029474323914,0.430389708079107,0.0450657018593786,0.217458506001656,0.0104423506156358,0.220986912290416,0.0476190476190476,0.808192599318136,0.158910327521439,"group_means_two",206,24,"fort2013 7","",6.76741130091984,"2013"
"161","15","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",2,"spiky","7","eye-tracking","test_only","looking while listening","looking_time","within_two","Parisian French","typical",NA,NA,24,NA,206,NA,11.1,13.7,4.4,7.7,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/pɛ̃fi/, /tesi/ , /sitɛ̃/, /kike/, /fekɛ̃/, /tepe/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,"Sound symbolism","symbolism","early_language",-0.414609245490596,0.0527479338842975,-0.400474839394325,0.0492127869723721,-0.202988761760229,0.0116231410483589,-0.205847797358896,0.0476190476190476,-0.752017985876471,0.173533746804278,"group_means_two",206,24,"fort2013 7","",6.76741130091984,"2013"
"162","16","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",3,"round","8","eye-tracking","test_only","looking while listening","looking_time","within_two","Parisian French","typical",NA,NA,23,NA,206,NA,16.9,15.5,5.6,6,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/buba/, /voɡa/, /ʒuvo/, /ɡudu/, /bodu/, /daʒo/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,"Sound symbolism","symbolism","early_language",0.241235930878452,0.0803955385727564,0.232620361918507,0.074755545433086,0.119750007866232,0.0192465667249695,0.120327391506799,0.05,0.437553578057786,0.264490720441875,"group_means_two",206,23,"fort2013 8","",6.76741130091984,"2013"
"163","17","fort2013","Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]","Fort, Weiss, Martin, & Peperkamp (2013)","yes","Mathilde Fort",3,"spiky","8","eye-tracking","test_only","looking while listening","looking_time","within_two","Parisian French","typical",NA,NA,23,NA,206,NA,15.5,14,5.3,6,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/pɛ̃fi/, /tesi/ , /sitɛ̃/, /kike/, /fekɛ̃/, /tepe/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,"Sound symbolism","symbolism","early_language",0.264978795184316,0.0684829078673333,0.255515266784876,0.0636786222388852,0.131341663318204,0.0162498935487754,0.132104820250019,0.05,0.480618370240862,0.22529973629561,"group_means_two",206,23,"fort2013 8","",6.76741130091984,"2013"
"164","18","fort2015","Fort, M., Guevara-Rukoz, A., & Peperkamp, S. (2015). Looking for the bouba-kiki effect II: null results from 4-month-old French infants","Fort, Guevara-Rukoz, & Peperkamp (2015)","no","Mathilde Fort",1,"round","9","eye-tracking","test_only","looking while listening","looking_ratio","within_one","Parisian French","typical",NA,NA,21,NA,130,NA,0.62,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/bu/, /lu/, /mu/","/pi/, /ti/, /ki/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,"Sound symbolism","symbolism","early_language",1.09090909090909,0.0759543486816214,1.04784688995215,0.0700763026531095,0.478852130680573,0.00869260221825009,0.521493829350321,0.0555555555555556,1.97869021552824,0.249879791343335,"group_means_one",130,21,"fort2015 9","",4.27069645203679,"2015"
"165","19","fort2015","Fort, M., Guevara-Rukoz, A., & Peperkamp, S. (2015). Looking for the bouba-kiki effect II: null results from 4-month-old French infants","Fort, Guevara-Rukoz, & Peperkamp (2015)","no","Mathilde Fort",1,"spiky","9","eye-tracking","test_only","looking while listening","looking_ratio","within_one","Parisian French","typical",NA,NA,21,NA,130,NA,0.4,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/bu/, /lu/, /mu/","/pi/, /ti/, /ki/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,"Sound symbolism","symbolism","early_language",-0.909090909090909,0.0672963400236127,-0.873205741626794,0.0620883303299571,-0.413802944301184,0.00957698919878272,-0.440191235352683,0.0555555555555556,-1.6489085129402,0.221396084558085,"group_means_one",130,21,"fort2015 9","",4.27069645203679,"2015"
"166","20","asano2015","Asano, M., Imai, M., Kita, S., Kitajo, K. Okada, H., & Thierry, G. (2015). Sound symbolism scaffolds language development in preverbal infants. Cortex 63. 196-205. doi: http://dx.doi.org/10.1016/j.cortex.2014.08.025","Asano et al. (2015)","yes","Imme Lammertink",1,"round","12","EEG","test_only","central fixation","peak_amplitude","within_one","Japanese","typical",NA,NA,19,NA,370,NA,5.51,4.21,11.55,10.77,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/moma/","/kipi/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Sound symbolism","symbolism","early_language",0.112554112554113,0.0529649586382327,0.107588489941431,0.0483946691709631,0.0561881496727429,0.0131162231048992,0.0562473926238193,0.0625,0.204150577792596,0.174247729626473,"group_means_one",370,19,"asano2015 12","",12.1550591327201,"2015"
"167","21","asano2015","Asano, M., Imai, M., Kita, S., Kitajo, K. Okada, H., & Thierry, G. (2015). Sound symbolism scaffolds language development in preverbal infants. Cortex 63. 196-205. doi: http://dx.doi.org/10.1016/j.cortex.2014.08.025","Asano et al. (2015)","yes","Imme Lammertink",1,"spiky","12","EEG","test_only","central fixation","peak_amplitude","within_one","Japanese","typical",NA,NA,19,NA,370,NA,8.21,2.81,8.85,8.54,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/moma/","/kipi/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,"Sound symbolism","symbolism","early_language",0.610169491525424,0.0624291265365367,0.583250249252243,0.057042184173198,0.291806643089872,0.0119502049554893,0.300539928351667,0.0625,1.10672503580393,0.205383594007056,"group_means_one",370,19,"asano2015 12","",12.1550591327201,"2015"
"168","22","lammertink2015","Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.","Lammertink, Tsuji, Usen, & Fikkert (2015)","no","Imme Lammertink/Sho Tsuji",1,"round","13","eye-tracking","test_only","looking while listening","looking_time_change_pc","within_one","Dutch","typical",NA,NA,17,NA,274,NA,0.57,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/buba/, /modo/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,"Sound symbolism","symbolism","early_language",0.636363636363636,0.0707340787554691,0.604545454545454,0.0638375060768109,0.303203657276947,0.0132410726418556,0.313043843408309,0.0714285714285714,1.15423595905814,0.232705791663993,"group_means_one",274,17,"lammertink2015 13","",9.00131406044678,"2015"
"169","23","lammertink2015","Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.","Lammertink, Tsuji, Usen, & Fikkert (2015)","no","Imme Lammertink/Sho Tsuji",1,"spiky","13","eye-tracking","test_only","looking while listening","looking_time_change_pc","within_one","Dutch","typical",NA,NA,17,NA,274,NA,0.46,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/kiki/, /tekka/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,"Sound symbolism","symbolism","early_language",-0.363636363636363,0.0627126883811376,-0.345454545454545,0.0565982012639767,-0.178885438199983,0.0142207171764706,-0.180831044069351,0.0714285714285714,-0.659563405176079,0.20631647508354,"group_means_one",274,17,"lammertink2015 13","",9.00131406044678,"2015"
"170","24","lammertink2015","Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.","Lammertink, Tsuji, Usen, & Fikkert (2015)","no","Imme Lammertink/Sho Tsuji",2,"round","14","eye-tracking","test_only","looking while listening","looking_time_change_pc","within_one","Dutch","typical",NA,NA,18,NA,761,NA,0.55,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/buba/, /modo/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,"Sound symbolism","symbolism","early_language",0.454545454545455,0.0612947658402204,0.433238636363637,0.0556830624246729,0.221621103588968,0.0131748638802994,0.225360305057539,0.0666666666666667,0.8244542564701,0.201651696900127,"group_means_one",761,18,"lammertink2015 14","",25,"2015"
"171","25","lammertink2015","Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.","Lammertink, Tsuji, Usen, & Fikkert (2015)","no","Imme Lammertink/Sho Tsuji",2,"spiky","14","eye-tracking","test_only","looking while listening","looking_time_change_pc","within_one","Dutch","typical",NA,NA,18,NA,761,NA,0.52,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/kiki/, /tekka/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,"Sound symbolism","symbolism","early_language",0.133333333333333,0.0560493827160494,0.127083333333333,0.0509179084683642,0.066519010523774,0.0138271629055989,0.066617382455553,0.0666666666666667,0.241839915231229,0.184395078110888,"group_means_one",761,18,"lammertink2015 14","",25,"2015"
"172","26","lammertink2015","Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.","Lammertink, Tsuji, Usen, & Fikkert (2015)","no","Imme Lammertink/Sho Tsuji",3,"round","15","eye-tracking","test_only","looking while listening","looking_time_change_pc","within_one","Dutch","typical",NA,NA,20,NA,1156,NA,0.54,0.5,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/buba/, /modo/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,"Sound symbolism","symbolism","early_language",0.5,0.05625,0.479166666666667,0.05166015625,0.242535625036333,0.0117239975575005,0.247466461547264,0.0588235294117647,0.90689968211711,0.185055082520425,"group_means_one",1156,20,"lammertink2015 15","",37.9763469119579,"2015"
"173","27","lammertink2015","Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.","Lammertink, Tsuji, Usen, & Fikkert (2015)","no","Imme Lammertink/Sho Tsuji",3,"spiky","15","eye-tracking","test_only","looking while listening","looking_time_change_pc","within_one","Dutch","typical",NA,NA,20,NA,1156,NA,0.49,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/kiki/, /tekka/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,"Sound symbolism","symbolism","early_language",-0.090909090909091,0.0502066115702479,-0.0871212121212122,0.0461098915289256,-0.04540766091865,0.0124741737730819,-0.0454389075978311,0.0588235294117647,-0.16489085129402,0.165173131505834,"group_means_one",1156,20,"lammertink2015 15","",37.9763469119579,"2015"
"174","28","imai2015","Imai, M., Miyazaki, M., Yeung, H. H., Hidaka, S., Kantartzis, K., Okada, H., & Kita, S. (2015). Sound Symbolism Facilitates Word Learning in 14-Month-Olds. PLoS One, 10(2): 30116494. doi: 10.1371/journal.pone.0116494","Imai, et al. (2015)","yes","Sho Tsuji",1,"combined","16","eye-tracking","habituation","looking while listening","looking_time","between","Japanese","typical","match","mismatch",17,17,442,442,0.571,0.446,0.1,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/moma/","/kipi/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Sound symbolism","symbolism","early_language",1.0372818929212,0.133469907726208,1.01218636325375,0.127089810029879,0.460402814313547,0.0163286537618202,0.497822334049402,0.0714285714285714,1.88142123791213,0.439098396235859,"between",442,17,"imai2015 16","",14.5203679369251,"2015"
